Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
EGRVF,Evergreen Corporation,12,USD,-0.41493776,4585,2.09293833,67377600,USD,70.21650088,0.1709,USD,-40.34904014,0,Consumer durables,
EGRX,EAGLE PHARMACEUTICALS INC,1.17,USD,-2.5,2471,0.25191921,15194755,USD,,,,,0,Health technology,
EHGO,Eshallgo Inc.,1.12,USD,4.6728972,2192,0.05702067,28521922.09345795,USD,,,,,0,Distribution services,
ELAB,PMGC Holdings Inc.,1.185,USD,-1.25,27801,0.11257403,4790119.575,USD,,-58.478,USD,,0,Health technology,
ELSE,"Electro-Sensors, Inc.",4.5455,USD,1.46205357,2778,0.36942472,15582069.37433036,USD,35.45631825,0.1282,USD,25.44031311,0,Electronic technology,
ELTK,Eltek Ltd.,11.3415,USD,0.85995304,1432,0.13943118,76084698.04140581,USD,13.3131823,0.8519,USD,-13.43359415,1.95646,Electronic technology,
ELTX,"Elicio Therapeutics, Inc.",8.095,USD,-1.0391198,10538,0.26782628,97570300.70965771,USD,,-4.1105,USD,44.11360824,0,Health technology,Buy
ELWS,"Earlyworks Co., Ltd.",2.07,USD,-3.72093023,3613,0.14277698,6483067,USD,,-0.5758,USD,32.89044289,0,Technology services,
EMCG,Embrace Change Acquisition Corp,11.95,USD,0,34995,2.30688605,54014285.59748427,USD,52.25185833,0.2287,USD,-9.21000397,0,Finance,
EMMS,EMMIS CORPORATION,2.5,USD,42.85714286,7086,7.31344824,30392000,USD,,,,,0,Consumer services,
ENBP,ENB Financial Corp.,16.75,USD,0.90361446,145,0.05445191,94533167.00000001,USD,5.88834986,2.8446,USD,26.06807304,4.1791,Finance,
ENDI,ENDI Corp.,12.8,USD,6.57785179,300,0.06948948,92830501.10749187,USD,,,,,0,Finance,
ENFY,Enlightify Inc.,1.19,USD,10.18518519,4058,0.10764497,17192594.41666667,USD,,-1.9386,USD,-59.03199344,0,Process industries,
ENLV,Enlivex Therapeutics Ltd.,1.085,USD,0.46296296,55606,0.17551646,23858645.67592593,USD,,-0.9908,USD,32.42395308,0,Health technology,Strong buy
ENSC,"Ensysce Biosciences, Inc.",5.2,USD,-3.88170055,8313,0.62231438,6785655.89648799,USD,,-27.2618,USD,91.80517935,0,Health technology,
ENTX,Entera Bio Ltd.,1.95,USD,-1.51515152,7538,0.13344474,71822826.43939392,USD,,-0.2601,USD,24.52118398,0,Health technology,Strong buy
ENVB,"Enveric Biosciences, Inc.",2.124,USD,0.18867925,94145,0.0058911,4082136.63962264,USD,,-38.4597,USD,76.44556808,0,Health technology,
EPIX,ESSA Pharma Inc.,1.68,USD,1.20481928,4637,0.05563327,74572761.97590362,USD,,-0.7017,USD,-19.9282174,0,Health technology,Neutral
EPWK,EPWK Holdings Ltd.,4.34,USD,-1.13895216,309898,0.96076435,96868503.4168565,USD,,-0.0628,USD,-19.84732824,0,Technology services,
EQFN,Equitable Financial Corp.,13,USD,0,250,0.1662013,43134000,USD,13.84009369,0.9393,USD,-9.29895713,0,Finance,
EQS,"Equus Total Return, Inc.",1.2101,USD,-6.91538462,200,0.05949371,17662100,USD,,-0.52,USD,-164.50012404,0,Finance,
ERKH,Eureka Homestead Bancorp Inc.,17,USD,6.25,490,0.43095866,18226160,USD,,-0.1031,USD,46.58031088,0,Finance,
ESBS,"ES Bancshares, Inc.",6.4,USD,0.31347962,350,0.09843073,42645246,USD,52.24489796,0.1225,USD,-43.8588451,0,Finance,
ESGL,ESGL Holdings Limited,1.4,USD,3.7037037,19300,0.0038553,56860185.92592592,USD,,,,,0,Industrial services,
ESHA,ESH Acquisition Corp.,10.77,USD,-2.00181984,153,0.13290479,42028600,USD,37.11233632,0.2902,USD,369.57928803,0,Finance,
ESLA,"Estrella Immunopharma, Inc.",1,USD,-1.96078431,15516,0.08089419,36179149.01960784,USD,,-0.2434,USD,-16.40363462,0,Health technology,Strong buy
ETCC,Environmental Tectonics Corp.,2.03,USD,1.5,600,0.05436506,19170882.535,USD,4.21862012,0.4812,USD,,0,Electronic technology,
EURK,Eureka Acquisition Corp,10.25,USD,0,265100,6.20231575,78366400,USD,92.09344115,0.1113,USD,,0,Finance,
EVAX,Evaxion Biotech A/S,1.86,USD,-0.53475936,36124,0.21153958,2193905,USD,,-14.5431,USD,69.18978353,0,Health technology,Strong buy
EVGN,Evogene Ltd.,1.37,USD,3.0075188,4847,0.23087329,7350650.53383459,USD,,-4.4463,USD,6.1823476,0,Health technology,Strong buy
EVOK,"Evoke Pharma, Inc.",3.96,USD,9.28358538,11406,0.77069651,5884596,USD,,-11.0881,USD,59.39822918,0,Health technology,
EVTK,Eventiko Inc.,2.03,USD,-64.51048951,150,0.09468501,8510780,USD,,-0.0058,USD,-625,0,Commercial services,
EYEN,"Eyenovia, Inc.",1.525,USD,-3.48101266,15098,0.06843897,3202500,USD,,-58.5048,USD,-9.76345571,0,Health technology,Neutral
FALC,"FalconStor Software, Inc.",1.66,USD,10.66666667,1400,0.78638432,11843276.59938838,USD,,-0.162,USD,-81.00558659,0,Technology services,
FARM,Farmer Brothers Company,2.535,USD,-8.81294964,212134,0.30980516,54132234.9820144,USD,,-0.4741,USD,83.28750705,0,Consumer non-durables,Strong buy
FAT,FAT Brands Inc.,3.15,USD,-2.17391304,8688,0.21231775,56382631.63043477,USD,,-11.596,USD,-101.63800449,17.3913,Consumer services,Strong buy
FBIO,"Fortress Biotech, Inc.",1.515,USD,-0.98039216,50427,0.1880221,41821472.01960784,USD,,-3.2734,USD,86.67627258,0,Health technology,Strong buy
FBLG,"FibroBiologics, Inc.",1.26,USD,2.85714286,32711,0.12522098,45874576.8,USD,,-0.5902,USD,,0,Health technology,Strong buy
FBPI,"First Bancorp of Indiana, Inc.",9.64,USD,-3.6,800,0.59448614,16792880,USD,10.54127939,0.9145,USD,-46.04083078,6.639,Finance,
FBRX,"Forte Biosciences, Inc.",6.505,USD,-9.77808599,4024,0.20633041,41588568.97503468,USD,,-19.3878,USD,37.42399008,0,Health technology,Strong buy
FCCT,First Community Corp. (TN),8.3,USD,-2.35294118,900,0.7366784,15927700,USD,,,,,2.93255,Finance,
FCOB,"1st Colonial Bancorp, Inc.",15,USD,0,100,0.03806479,74429805,USD,9.14634146,1.64,USD,6.49350649,0,Finance,
FCPB,"First Capital Bancshares, Inc.",10.32,USD,-0.76923077,300,0.4730369,5820480,USD,,,,,0,Finance,
FCUV,Focus Universal Inc.,3.34,USD,0,8356,0.23145276,23760625,USD,,-0.4684,USD,41.54498939,0,Commercial services,
FDSB,"Fifth District Bancorp, Inc.",12.45,USD,0.8097166,2287,0.45472621,69215447.36842105,USD,,,,,0,Finance,
FDVA,FREEDOM FINL HLDGS INC.,10.3,USD,-1.9047619,10500,0.35440645,68453858.99999999,USD,,,,,0,Finance,
FEAM,"5E Advanced Materials, Inc.",4.48,USD,10.61728395,8993,0.23684488,13446832.82962963,USD,,-25.3184,USD,-20.54027547,0,Process industries,Buy
FEBO,Fenbo Holdings Limited,1.2183,USD,7.81415929,469,0.05010041,13477443.75,USD,,-0.0417,USD,-137.33213966,0,Consumer durables,
FEDU,Four Seasons Education (Cayman) Inc.,9.71,USD,-2.01816347,503,0.14803697,20972945,USD,74.80739599,0.1298,USD,,23.0071,Consumer services,
FEMY,Femasys Inc.,1.51,USD,0,16520,0.04077366,34576686,USD,,-0.8231,USD,15.91582388,0,Electronic technology,Strong buy
FENG,Phoenix New Media Limited,2.0401,USD,0.49753695,1585,0.12957922,24541018,USD,,-0.4842,USD,41.46518375,0,Technology services,
FFBW,"FFBW, Inc.",14.01,USD,0,1000,0.04873864,77815892.62135923,USD,30.39045553,0.461,USD,11.62227603,0,Finance,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,4.32,USD,-1.81818182,18186,0.4076701,63217400,USD,5.20544644,0.8299,USD,55.03456006,8.69318,Miscellaneous,
FGF,Fundamental Global Inc.,19.75,USD,-1.52081775,3943,0.28114082,24982346.67165296,USD,12.91862899,1.5288,USD,-71.9887134,0,Finance,
FGL,Founder Group Limited,1.365,USD,-1.08695652,2960,0.03585393,23094118.47826087,USD,,,,,0,Industrial services,
FGMC,FG Merger II Corp.,9.56,USD,0,2310,0.09194469,98427899.99999999,USD,,,,,0,Finance,
FHRT,First Hartford Corp.,17.25,USD,8.2183187,115,0.29143436,39951000,USD,5.65203145,3.052,USD,,0,Finance,
FKWL,Franklin Wireless Corp.,6.7527,USD,-0.25553914,1237,0.01419266,79575705.96008863,USD,,-0.1867,USD,7.57425743,0,Electronic technology,
FKYS,First Keystone Corp.,14.23,USD,-0.83623693,724,0.45658069,88493255.52798896,USD,,-2.242,USD,-295.00739323,7.74015,Finance,
FLNT,"Fluent, Inc.",2.41,USD,-4.743083,17334,1.69351766,46658467,USD,,-1.8696,USD,59.38654038,0,Technology services,Neutral
FLUX,"Flux Power Holdings, Inc.",1.19,USD,-1.65289256,11599,0.13784588,19852133.69421488,USD,,-0.5035,USD,-19.90950226,0,Producer manufacturing,Strong buy
FMBM,F & M Bank Corp.,19.35,USD,-5.37897311,10155,4.92005814,68120402,USD,,,,,5.37468,Finance,
FMFG,"Farmers and Merchants Bancshares, Inc.",17,USD,0.17678256,503,0.50993512,53481560.99999999,USD,12.46334311,1.364,USD,-34.41677084,3.94118,Finance,
FMTO,Femto Technologies Inc.,4.195,USD,-4.00457666,1744,0.00043996,2749273.40617849,USD,,-105.9307,USD,-615.49658228,0,Process industries,
FMY,First Trust Motgage Income Fund,12.241,USD,1.16612534,1435,0.17642647,50978300,USD,6.43010979,1.9037,USD,,7.99593,Miscellaneous,
FNCH,"Finch Therapeutics Group, Inc.",15,USD,-0.33222591,2911,1.28232236,24086444,USD,,-8.8234,USD,89.79980879,0,Health services,
FNFI,"First Niles Financial, Inc.",8.47,USD,2.66666667,400,0.24509804,9427110,USD,,,,,2.90909,Finance,
FNGR,"FingerMotion, Inc.",1.25,USD,-0.79365079,45839,0.14383245,71426482.14285715,USD,,-0.1025,USD,4.82822656,0,Technology services,
FNVTF,Finnovate Acquisition Corp.,11.33,USD,0.71111111,1240,0.09392801,60363885.30924731,USD,776.02739726,0.0146,USD,-91.13539769,0,Finance,
FNWB,First Northwest Bancorp,10.47,USD,2.14634146,1665,0.05667931,98006175.57365853,USD,,-0.7547,USD,-397.12598425,2.73171,Finance,Buy
FONR,Fonar Corporation,14.595,USD,0.65517241,574,0.04037818,92094105.75931033,USD,12.90907483,1.1306,USD,-38.58438807,0,Commercial services,
FORA,Forian Inc.,2.02,USD,0,1856,0.08877494,62653084,USD,,-0.085,USD,52.05865764,0,Technology services,Strong buy
FORD,"Forward Industries, Inc.",4.86,USD,5.88235294,24179,3.11148001,5351195.64705882,USD,,-2.1403,USD,41.17469217,0,Consumer durables,
FORL,Four Leaf Acquisition Corporation,11.33,USD,0.35429584,108,0.0232398,46205472.99999999,USD,114.90872211,0.0986,USD,-2.37623762,0,Finance,
FOSL,"Fossil Group, Inc.",1.36,USD,0.74074074,33423,0.09277237,72343805.74814814,USD,,-2.3352,USD,11.81268882,0,Consumer durables,
FOXX,Foxx Development Holdings Inc.,4.92,USD,-1.40280561,12273,0.10724847,35820536.22444889,USD,109.82142857,0.0448,USD,-51.67206041,0,Distribution services,
FPAY,"FlexShopper, Inc.",1.44,USD,-2.04081633,13133,0.11499124,30904544.32653061,USD,,-0.1643,USD,-2833.92857143,0,Finance,Strong buy
FPBC,First Pacific Bancorp,5.02,USD,0,5100,1.26708075,9734749,USD,,,,,0,Finance,
FRGT,"Freight Technologies, Inc.",1.6901,USD,6.96835443,1034119,0.13293453,3692993.65297468,USD,,-598.1422,USD,92.10745049,0,Finance,
FRSB,FIRST RESOURCE BANCORP INC.,14.5,USD,-1.02389078,1000,0.31958071,44741375,USD,8.40384838,1.7254,USD,-9.9525077,0,Finance,
FSBN,"FrankSpeech Network, Inc.",1.96,USD,-0.25445293,848,0.12848485,75652573.740458,USD,76.26459144,0.0257,USD,,0,Consumer services,
FSCR,Federal Screw Works,7.5,USD,0,250,0.02949435,10365000,USD,,-1.0382,USD,-181.28082674,0,Producer manufacturing,
FSEA,"First Seacoast Bancorp, Inc.",11.06,USD,0.99534289,200,0.0180948,51928739.09597297,USD,,-1.925,USD,-711.89371573,0,Finance,
FSHP,Flag Ship Acquisition Corp.,10.27,USD,0,1244,0.40690828,91023013.00000001,USD,,,,,0,Finance,
FSI,Flexible Solutions International Inc.,5.23,USD,-1.87617261,4644,0.07694513,65142431.81050657,USD,15.70570571,0.333,USD,12.5380196,0,Process industries,Strong buy
FSRL,"First Reliance Bancshares, Inc.",9.94,USD,2.4742268,11988,0.25849522,80812197.95788392,USD,13.84786849,0.7178,USD,27.24694203,0,Finance,Strong buy
FTCI,"FTC Solar, Inc.",2.98,USD,4.56140351,3599,0.0436253,38304393.01052632,USD,,-3.7679,USD,30.39422153,0,Technology services,Buy
FTII,FUTURETECH II ACQUISITION CORP,11.78,USD,0,1190,0.81162188,50535741.11895425,USD,211.8705036,0.0556,USD,-72.2,0,Finance,
FUSB,"First US Bancshares, Inc.",13.65,USD,0.88691796,4377,1.23066974,78018035.99999999,USD,10.26933494,1.3292,USD,-0.13523666,1.61172,Finance,
FVN,Future Vision II Acquisition Corporation,10.13,USD,0,6745,0.40418022,76420700,USD,,,,,0,Finance,
FXBY,Foxby Corp.,17,USD,0,2000,3.16906988,8869170,USD,4.23728814,4.012,USD,-22.91138268,10.2364,Miscellaneous,
GAN,GAN Limited,1.75,USD,0.57471264,50567,0.28760942,79747833.90804598,USD,,-0.2967,USD,92.64136905,0,Technology services,Neutral
GANX,"Gain Therapeutics, Inc.",1.9355,USD,-0.23195876,110347,0.39254853,51339271.18917526,USD,,-1.1076,USD,39.00545184,0,Health technology,Strong buy
GBBK,Global Blockchain Acquisition Corp.,11.42,USD,0.18686341,111,0.17187984,62207800,USD,,-0.0351,USD,-117.74519717,0,Finance,
GBCS,"Selectis Health,Inc.",2.2,USD,10,2432,0.65756388,6747530.54945055,USD,,-1.8015,USD,-114.95048324,0,Finance,
GBNY,"Generations Bancorp NY, Inc.",15.2625,USD,-0.57003257,100,0.01359675,34215488,USD,,-1.3516,USD,-220.89268756,0,Finance,
GBR,"New Concept Energy, Inc",1.055,USD,-0.47169811,2984,0.14820922,5414190.33018868,USD,,-0.0074,USD,-232.14285714,0,Finance,
GCEH,"Global Clean Energy Holdings, Inc.",1,USD,5.15247108,45596,4.10512195,50182234.49001052,USD,5.17063082,0.1934,USD,,0,Process industries,
GCTS,"GCT Semiconductor Holding, Inc.",1.905,USD,2.97297297,14009,0.12704283,90938651.36756755,USD,,-0.2664,USD,-420.96385542,0,Electronic technology,Strong buy
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",3.8499,USD,0.51958225,4494,0.09312619,74188600,USD,9.96866908,0.3862,USD,,12.5326,Miscellaneous,
GDC,GD Culture Group Limited,1.67,USD,-7.22222222,59532,0.04313317,18649379.86666667,USD,,,,,0,Technology services,
GDST,Goldenstone Acquisition Limited,11.55,USD,-0.94339623,1483,0.74496408,39756496.58167675,USD,90.94488189,0.127,USD,-17.90562379,0,Finance,
GDTC,CytoMed Therapeutics Limited,2.75,USD,-2.13523132,4245,0.35592709,31735000,USD,,-0.1969,USD,29.75383518,0,Health technology,
GEG,"Great Elm Group, Inc.",1.82,USD,-1.08695652,546,0.01626777,51581626.93478261,USD,,-0.0089,USD,-103.02927161,0,Finance,
GELS,Gelteq Limited,1.42,USD,2.89855072,3129,0.16824933,13402021.73913043,USD,,,,,0,Health technology,
GEOS,Geospace Technologies Corporation,7.43,USD,-0.53547523,14441,0.19485926,94931260.9544846,USD,,-0.8353,USD,-144.71866802,0,Industrial services,
GEVI,GENERAL ENTERPRISE VENTURES INC.,1.215,USD,-1.01832994,11760,0.1355529,44714573.52342159,USD,,-0.0848,USD,87.34328358,0,Industrial services,
GFAI,"Guardforce AI Co., Limited",1.09,USD,1.86915888,98298,0.11537994,21312711.93457944,USD,,-1.7873,USD,85.30652176,0,Technology services,
GIFT,"Giftify, Inc.",1.83,USD,6.08695652,81258,0.75888154,49208960.97391304,USD,,-0.6962,USD,-229.01701323,0,Technology services,Strong buy
GIGM,GigaMedia Limited,1.55,USD,-0.64102564,3425,0.32514382,17130964.6474359,USD,,-0.3543,USD,-192.08573784,0,Technology services,
GIPR,Generation Income Properties Inc.,1.633,USD,1.47268999,2566,0.09857061,8856066.56372336,USD,,-2.4537,USD,-26.19966055,29.081,Finance,Neutral
GITS,"Global Interactive Technologies, Inc.",2.25,USD,-0.20402732,2777,0.19445962,5940964.02909607,USD,,,,,0,Technology services,
GLAC,Global Lights Acquisition Corp,10.8,USD,0,1542,0.71171421,96930005.99999999,USD,,-3.8899,USD,,0,Finance,
GLBS,Globus Maritime Limited,1.229,USD,-1.28514056,702,0.02117877,25295647.1935743,USD,9.01026393,0.1364,USD,61.22931442,0,Transportation,Strong buy
GLBZ,Glen Burnie Bancorp,4.9781,USD,0.56767677,2052,0.76487252,14439880,USD,,-0.0385,USD,-107.73869347,8.03519,Finance,
GLE,Global Engine Group Holding Limited,1.62,USD,5.18797481,7895,0.17550997,29160000.00000001,USD,,,,,0,Technology services,
GLGI,"Greystone Logistics, Inc.",1.03,USD,-0.96153846,5262,0.40143424,29128091,USD,15.65349544,0.0658,USD,-72.31804796,0,Producer manufacturing,
GLLI,Globalink Investment Inc.,12,USD,8.10810811,179,0.12400416,72090803,USD,,-0.1022,USD,-166.71018277,0,Finance,
GLMD,Galmed Pharmaceuticals Ltd.,1.85,USD,-4.14507772,6392,0.21873481,3065434.66321244,USD,,-12.0375,USD,73.90209954,0,Health technology,
GLST,"Global Star Acquisition, Inc.",5.1686,USD,-17.03691814,2539,0.27318994,12094746,USD,,-0.0681,USD,-154.78680611,0,Finance,
GLTO,"Galecto, Inc.",4.3645,USD,7.23587224,2199,0.09473222,5747999.31621622,USD,,-19.3336,USD,56.12003577,0,Health technology,Buy
GLU,Gabelli Global Utility,15.8485,USD,0.88160407,1007,0.06153113,93771600,USD,47.99666869,0.3302,USD,392.8358209,7.63845,Miscellaneous,
GLV,Clough Global Dividend and Income Fund,5.49,USD,0.45745654,2090,0.1137644,68155100,USD,4.36788925,1.2569,USD,,11.8097,Miscellaneous,
GLXZ,"Galaxy Gaming, Inc.",2.91,USD,-1.02040816,7866,0.30369132,72748559,USD,,-0.1029,USD,-165.20618557,0,Producer manufacturing,
GMHS,Gamehaus Holdings Inc.,1.79,USD,-0.55555556,1415,0.02675086,67968560.37222223,USD,7.01685613,0.2551,USD,,0,Finance,
GMM,Global Mofy AI Limited,3.43,USD,5.53846154,21733,0.57795152,60097832.09230769,USD,8.07819124,0.4246,USD,68.02532647,0,Technology services,
GNRV,Grand River Commerce Inc.,4,USD,0,11322,5.5704797,26935236,USD,,-0.4432,USD,52.0086627,0,Finance,
GNT,"GAMCO Natural Resources, Gold & Income Trust",5.795,USD,0.25951557,7994,0.22135215,94782700,USD,13.00785634,0.4455,USD,-48.35980063,6.7474,Miscellaneous,
GNTA,Genenta Science S.p.A.,4,USD,3.62694301,1520,0.31733439,70598881,USD,,-0.5292,USD,,0,Health technology,
GOVB,"Gouverneur Bancorp, Inc.",12.8,USD,-1.68970814,1000,0.18171246,14149977.94594595,USD,23.20522117,0.5516,USD,124.86750917,0.617761,Finance,
GOVX,"GeoVax Labs, Inc.",1.745,USD,0.86705202,189066,0.25382072,16465941.04046243,USD,,-9.2391,USD,31.46322466,0,Health technology,Strong buy
GPUS,"Hyperscale Data, Inc.",3.01,USD,-0.33112583,6597,0.03467716,3792278.06953642,USD,,-843.5658,USD,99.49153504,0,Producer manufacturing,
GRCE,"Grace Therapeutics, Inc.",2.74,USD,-0.36363636,4320,0.10584162,36761855.64363637,USD,,-1.2357,USD,75.74252567,0,Health technology,Strong buy
GRF,"Eagle Capital Growth Fund, Inc.",10.23,USD,2.50501002,18224,4.14200645,40591000,USD,8.24335214,1.241,USD,-8.72986688,6.64712,Miscellaneous,
GRI,"GRI Bio, Inc.",7.05,USD,0.28449502,3240,0.15345307,3704718.84068279,USD,,-881.8799,USD,95.31275065,0,Health technology,Strong buy
GROV,"Grove Collaborative Holdings, Inc.",1.62,USD,0,12500,0.14616601,66242295,USD,,-0.6837,USD,51.29995014,0,Consumer non-durables,Strong buy
GROW,"U.S. Global Investors, Inc.",2.31,USD,0,5698,0.1939923,30843860,USD,62.77173913,0.0368,USD,-83.3257816,3.8961,Miscellaneous,
GRWG,GrowGeneration Corp.,1.115,USD,-0.44642857,64728,0.07610076,66057638.40624999,USD,,-0.8787,USD,-57.13519313,0,Distribution services,Buy
GSIT,"GSI Technology, Inc.",2.63,USD,1.15384615,29117,0.13859787,67332664.20384614,USD,,-0.5009,USD,36.47431833,0,Electronic technology,
GSUN,Golden Sun Health Technology Group Limited,3.1,USD,-5.48780488,3269,0.00788333,6140926.09756098,USD,,-1.0718,USD,-246.74862504,0,Commercial services,
GTBP,"GT Biopharma, Inc.",2.3966,USD,9.93577982,29955,0.01094689,5354790.44082569,USD,,-7.0246,USD,-26.01761656,0,Health technology,Strong buy
GTEC,Greenland Technologies Holding Corporation,1.4498,USD,4.30215827,15243,0.09608257,19709349.90690648,USD,,-0.9098,USD,-696.19921363,0,Producer manufacturing,Strong buy
GTIM,Good Times Restaurants Inc.,2.4462,USD,-2.92857143,592,0.03564204,26028960.97500001,USD,11.58787305,0.2111,USD,-76.40549905,0,Consumer services,
GUER,"Guerrilla RF, Inc.",1.26,USD,-6.66666667,100,0.05850006,12877106.66666667,USD,,-1.7714,USD,26.26847034,0,Electronic technology,
GUTS,"Fractyl Health, Inc.",1.545,USD,3,152470,0.69188246,75581745.05,USD,,-1.4605,USD,,0,Health technology,Strong buy
GV,Visionary Holdings Inc.,2.2503,USD,74.44186047,101369549,225.32104335,9743389.06162791,USD,,,,,0,Consumer services,
GVYB,GOLDEN VY BANCSHARES INC.,17.5,USD,-0.28490028,1200,0.45822514,40001807.12250713,USD,12.20873448,1.4334,USD,-39.21892889,0,Finance,
GWH,"ESS Tech, Inc.",3.415,USD,-0.72674419,6571,0.05694112,40580004.22674419,USD,,-6.7442,USD,-55.79477465,0,Producer manufacturing,Neutral
GXAI,Gaxos.ai Inc.,1.2,USD,8.10810811,3180303,13.69292199,8308143.78378378,USD,,-3.0495,USD,14.25799921,0,Technology services,
GYRO,"Gyrodyne , LLC",8.52,USD,-2.73972603,383,0.5885969,18738105.83606558,USD,,,,,,Finance,
HAIAF,Healthcare AI Acquisition Corp.,11.6,USD,0,982,1.68815541,67161530.64377682,USD,1221.05263158,0.0095,USD,-97.05243562,0,Finance,
HAO,Haoxi Health Technology Limited,1.655,USD,-0.30120482,2511,0.02874915,32109592.1686747,USD,43.78306878,0.0378,USD,,0,Commercial services,
HAWEL,"Hawaiian Electric Co., Inc.",14.27,USD,-2.92517007,370,0.79484425,742500,USD,,,,,,Utilities,
HFBL,"Home Federal Bancorp, Inc. of Louisiana",12.92,USD,1.2539185,1020,0.24203882,40475309.78301887,USD,11.9232189,1.0836,USD,-25.82146769,4.04874,Finance,
HGBL,Heritage Global Inc.,2.1,USD,3.44827586,5320,0.08111673,78416482.7586207,USD,7.61697497,0.2757,USD,-41.45253769,0,Finance,Strong buy
HHS,"Harte Hanks, Inc.",5.12,USD,-0.19493177,7341,0.89856421,37319593.16959065,USD,,-4.1137,USD,-235.14570124,0,Commercial services,
HIHO,Highway Holdings Limited,1.8516,USD,0.48844025,825,0.27926342,8150419.42624552,USD,,-0.1734,USD,23.0700976,6.51254,Producer manufacturing,
HKIT,Hitek Global Inc.,1.23,USD,0.81967213,1743,0.1117408,25962056.63114754,USD,32.36842105,0.038,USD,-59.18367347,0,Technology services,
HLEO,Helio Corporation,7,USD,55.55555556,601,1.22603019,78845400,USD,,-0.1658,USD,-411.72839506,0,Commercial services,
HLP,Hongli Group Inc.,1.3,USD,-0.76335878,30325,2.99178185,95470372.99999999,USD,,-0.1453,USD,-190.9830933,0,Producer manufacturing,
HLVX,"HilleVax, Inc.",1.795,USD,0.84269663,7374,0.0612433,89401891.01123595,USD,,-3.0934,USD,-9.50088496,0,Health technology,Neutral
HNNA,"Hennessy Advisors, Inc.",10.8,USD,0.46511628,1150,0.09018405,84064356.83720931,USD,9.62138085,1.1225,USD,76.46596447,5.11628,Finance,
HNW,"Pioneer Diversified High Income Fund, Inc.",11.99,USD,0.08347245,5968,0.2396306,99850400,USD,4.58263262,2.6164,USD,119.00058592,9.39065,Miscellaneous,
HOLO,MicroCloud Hologram Inc.,1.058,USD,-1.12149533,4781506,0.09702696,21735761.62242991,USD,,-36.603,USD,73.4714733,0,Electronic technology,
HOOK,HOOKIPA Pharma Inc.,1.42,USD,2.15827338,2517,0.03261288,17123835.16546762,USD,,-3.5548,USD,61.10168842,0,Health technology,Buy
HOTH,"Hoth Therapeutics, Inc.",1.0898,USD,-12.11290323,1463040,1.04798006,14328414.43451613,USD,,-1.4016,USD,86.67655279,0,Health technology,Strong buy
HOUR,"Hour Loop, Inc.",1.71,USD,2.39520958,9188,0.28464591,60095338.92215569,USD,33.86138614,0.0505,USD,,0,Retail trade,
HOWL,"Werewolf Therapeutics, Inc.",1.25,USD,6.83760684,66757,0.23775842,55703938.03418804,USD,,-1.4952,USD,-34.89714904,0,Health technology,Strong buy
HRBK,Harbor Bankshares Corporation,17.61,USD,0,200,0.41528239,11900749.39010229,USD,,,,,0,Finance,
HRGG,Heritage Nola Bancorp Inc,15.45,USD,5.82191781,100,0.13469828,23564478.02,USD,,-1.4452,USD,-953.35276968,0,Finance,
HRGN,Harvard Apparatus Regenerative Technology Inc.,2.442,USD,-4.23529412,581,0.41258344,38874145,USD,,-0.5755,USD,15.73938507,0,Health technology,
HRST,HARVEST OIL & GAS CORPORATION,3.1,USD,11.9133574,104,0.10262483,3153847,USD,,,,,0,Energy minerals,
HSCS,HeartSciences Inc.,3.2,USD,0,6033,0.36462205,3316227,USD,,-10.6933,USD,82.58987301,0,Health technology,Strong buy
HSON,"Hudson Global, Inc.",10.41,USD,1.56097561,611,0.1059311,28431635.59609756,USD,,-1.1517,USD,-336.48870637,0,Commercial services,
HSPO,Horizon Space Acquisition I Corp.,11.65,USD,0,11250,9.71083297,91247344,USD,40.42331714,0.2882,USD,,0,Finance,
HSPT,Horizon Space Acquisition II Corp.,10.05,USD,0.09960159,117,0.00075376,19763365.03984064,USD,,,,,0,Finance,
HSTI,High Sierra Technologies Inc.,1,USD,0,300,0.71140621,20641748,USD,,-0.4028,USD,-2020,0,Consumer non-durables,
HTCR,"Heartcore Enterprises, Inc.",1.2643,USD,8.05982906,11260,0.11572575,26466553.63247863,USD,5.36402206,0.2357,USD,,3.4188,Technology services,
HTLM,HomesToLife Ltd,4.5425,USD,1.39508929,10797,0.31839414,66717968.75,USD,,,,,0,Distribution services,
HUDI,"Huadi International Group Co., Ltd.",1.61,USD,-2.42424242,1809,0.0458115,22989481.75151516,USD,165.97938144,0.0097,USD,-95.78444155,0,Non-energy minerals,
HUHU,HUHUTECH International Group Inc.,4.35,USD,3.32541568,720,0.02451256,92104378.85985748,USD,,,,,0,Technology services,
HUIZ,Huize Holding Limited,3.38,USD,-2.87356322,1080,0.0211876,34610668,USD,12.08869814,0.2796,USD,-67.14839619,0,Finance,Strong buy
HURA,"TuHURA Biosciences, Inc.",2.06,USD,-0.48309179,17583,0.09620046,87106114.7826087,USD,,-75.2336,USD,77.14742562,0,Health technology,Strong buy
